date,title,description,stock_group
2023-01-17,HRW Urge ASEAN Chair Indonesia to Pressure Myanmar on Violence,"Indonesia is under increasing pressure to use its new one-year role as chair of the Association of Southeast Asian Nations (ASEAN) to isolate Myanmar’s junta in a bid to end its bloody crackdown on pro-democracy opponents, analysts say.


But experts say reac…",BID
2023-01-17,HRW Urge ASEAN Chair Indonesia to Pressure Myanmar on Violence,"Indonesia is under increasing pressure to use its new one-year role as chair of the Association of Southeast Asian Nations (ASEAN) to isolate Myanmar’s junta in a bid to end its bloody crackdown on pro-democracy opponents, analysts say.

But experts say reach…",BID
2023-01-17,"Lecciones de Brasil (y de Estados Unidos): desconfianza, crisis institucional y desigualdad","""Es evidente que el espíritu organizado de partido es uno de los mayores peligros de nuestro tiempo. En la forma de nacionalismo, conduce a guerra entre naciones, y en otras formas conduce a guerras civiles."" (Bertrand Russell:  Las...",BID
2023-01-17,JEE Main Exam Centre List 2023 Released: Download Official List Here!,"JEE Main Exam Centres 2023: NTA has released the list of JEE Main 2023 exam centres. Candidates can check exam centres of JEE Main 2023 at jeemain.nta.nic.in and here on this page too. JEE Main 2023 for session 1 will be held on January 24, 25, 27, 28, 29, 30…",BID
2023-01-17,Vietnam political shakeup weakens technocrats and puts focus on security,Ousted Nguyen Xuan Phuc oversaw fast economic growth but fell in wake of major corruption scandals.,BID
2023-01-14,"Economists Radhika Desai & Michael Hudson Explain Multipolarity, Decline of US Hegemony",The new year gets off to a rousing start with the launch of a new bi-weekly talk show with Radhika Desai and Michael Hudson.,BID
2023-01-14,"From Watergate to Jan. 6, Leahy spanned the nation’s constitutional crises",The Vermont Democrats hopes today’s senators take to heart his words of wisdom of keeping « your word. »,BID
2023-01-29,Radhika Desai and Michael Hudson Discuss the Causes and Politicization of Inflation,"Desai and Hudson debunk widely-believed, finance-and-elite-serving myths about inflation.",BID
2023-02-09,"Impacto da reorganização das cadeias
de valor na América Latina",Banco Interamericano de Desenvolvimento (BID) mostra que o México se beneficia mais no momento,BID
2023-02-09,"Kaine, others reintroduce ‘Reproductive Freedom For All Act’",It would prohibit states from enacting restrictions on pre-viability-stage abortions while letting them enact “reasonable restrictions” on post-viability abortions.,BID
2023-01-22,"Lunar New Year: History, Significance and all you need to know about the Year of the Rabbit","The Lunar New Year begins on Sunday, January 22, and is one of the world's largest festivities to herald the entrance of spring.",BID
2023-01-22,Vietnamese designers thrive on global stage - VnExpress International,"A growing number of international celebrities and VIPs have been spotted wearing Vietnamese fashion lines, a testament to the industry's rapid growth.",BID
2023-01-25,Kimberly Clark (KMB) Q4 2022 Earnings Call Transcript,"KMB earnings call for the period ending December 31, 2022.",BID
2023-01-25,"Don't worry if China isn't there, India can take care of the global supply chain",India’s emergence as an alternative to China is being fuelled by several positive indicators. The Modi government’s infrastructure push along with its concerted efforts to boost the logistics sector are seen as measures to position India as a hub,BID
2023-01-25,Tu Le to run for Cabramatta as Labor to allow a rank and file vote for NSW parliament seat,Tu Le's political plans were thwarted when Labor's head office made the mistake of parachuting senator Kristina Keneally into a safe seat at the last federal election before she could seek pre-selection.,BID
2023-01-25,New lawsuits target state restrictions on abortion pills. Here's what to know.,Supporters of abortion rights have filed separate lawsuits challenging abortion pill restrictions in North Carolina and West Virginia.,BID
2023-01-25,New lawsuits target state restrictions on abortion pills. Here's what to know.,Supporters of abortion rights have filed separate lawsuits challenging abortion pill restrictions in North Carolina and West Virginia.,BID
2023-01-25,New lawsuits target state restrictions on abortion pills. Here's what to know.,Supporters of abortion rights have filed separate lawsuits challenging abortion pill restrictions in North Carolina and West Virginia.,BID
2023-01-25,Kimberly-Clark Corporation (KMB) Q4 2022 Earnings Call Transcript,"Kimberly-Clark Corporation (NYSE:NYSE:KMB) Q4 2022 Earnings Conference Call January 25, 2023 10:00 AM ETCompany ParticipantsChristina Cheng – Investor RelationsMike Hsu – Chairman and Chief...",BID
2023-01-21,McLeod Russel in exclusive talks with Carbon Resources for OTS to lenders,"The agreement expresses the parties' interests in continuing exclusive discussions in the matter and does not create any legally binding obligation on any party, it added",BID
2023-01-18,Coteccons Construction : WE PREFER TO CALL OURSELVES A HUMBLE GIANT,"(marketscreener.com) 
 
 With a view to creating a transparent environment for our investors, on January 16, 2023 Coteccons Construction Joint Stock Company held a shareholder meeting. In his opening remarks, Chairman Bolat conveyed a message about TRANSPAREN…",BID
2023-01-18,Airport officials jailed for taking bribes from taxi operators,"Former officials of an airport in central Vietnam have been jailed for taking a VND6.2 billion ($264,560) bribe from taxi firms to let them operate at a fee lower than the bidding price.",BID
2023-01-18,The Political Lies That Really Matter,"Newly elected New York congressman George Santos has ""apologized"" after getting caught lying about where he went to high school...",BID
2023-01-24,EWY: Long Exposure To South Korea's Technology-Focused Economy,iShares MSCI South Korea Capped ETF provides investors exposure to South Korea's semiconductor & technology-focused economy. Find out why EWY is a Hold.,BID
2023-01-10,Beauty queen takes leaf out of mother's book in Miss Universe bid,Her Australian mother founded a successful writers' festival in the shadow of the Bali bombings. She is taking the island to the world in her own way.,BID
2023-01-10,"Philippines sea exploration deal with Beijing, Hanoi ruled unconstitutional",,BID
2023-01-30,Inside the Fight to Save the Peruvian Amazon From Big Oil,The survival of the world's biggest rainforest is critical to the survival of life on Earth. The fossil fuel industry is hell-bent on drilling in it,BID
2023-01-30,European Democracy Support Annual Review 2022,"In a year dominated by the rhetoric of defending democracy, EU democracy support policies were adjusted in important ways to align with the new geopolitical context. However, the union also seemed to treat commitments in this area as second-order priorities c…",BID
2023-01-23,Samsung Free TV Plus App Might Be Coming to Other Brands,Samsung is reportedly gearing up to bring its Free TV Plus app to other TV manufacturers.,BID
2023-01-20,Punisher: il braccio violento della Casa delle Idee,"Punisher, dalla violenza del Vietnam alla guerra al crimine tra alle strade di New York, tra famiglie criminali e supereroi",TRA
2023-01-20,Quando la politica italiana era dalla parte degli oppressi,"Negli anni sessanta e settanta del novecento, l’Africa e la lotta anticolonialista erano al centro del panorama politico. E la resistenza era un modello per gli indipendentisti africani. Un’alleanza che sarebbe da recuperare. Leggi",TRA
2023-02-05,"“Via dal Vietnam, troppo inquinamento. L’Italia ha più pregi che difetti e vogliamo valorizzarla col nostro lavoro”","Fabio Fasolo era partito nel 2008, e dopo un'esperienza negli Stati Uniti ha lavorato in Asia. In Vietnam, poi, ha deciso di aprire un’attività di torrefazione. Ma ora ha deciso di tornare in Italia insieme alla moglie taiwanese, e di reinventarsi travel desi…",TRA
2023-02-05,"I PERVESTITI DI SANREMO – DA ORIETTA BERTI VESTITA DA ""STRISCE PEDONALI"" AL ""REAZIONARIO"" CELENTANO IN COPPIA CON CLAUDIA MORI FINO AGLI ESAGERATI ANNI OTTANTA CON PATTY PRAVO ""GEISHA"", IL FINTO PANCIONE DELLA BERTE' E IL NUDE LOOK DI ANNA OXA - E POI IL DUO BOMBASTICO JO SQUILLO E SABRINA SALERNO, LA FARFALLINA DI BELEN (""E LE MUTANDINE?"") FINO ALLE STRAVAGANZE DI ACHILLE LAURO...","Da “Stilettate” – la newsletter di Antonio Sanfrancesco   MEME SU ZELENSKY A SANREMO BY CARLI Pronti? Preparate i thermos di caffè che qui si fa notte (e senza neanche un Dopofestival per chiacchierar...). Ventotto canzoni (bruttarelle, dicono) in gara, super…",TRA
2023-01-30,Le uscite BAO Publishing di febbraio 2023,Tutte le uscite BAO Publishing di febbraio 2023 fra cui Essere Montagna di Jacopo Starace e L'attesa di Keum Suk Gendry-Kim.,TRA
2023-01-30,L’India dei sorpassi clamorosi ora vacilla sotto il maxi scandalo Adani,"Il miracolo indiano è la storia di successo del nostro tempo, o una bolla speculativa? I dubbi e il caso dello scandalo Adani",TRA
2023-01-30,"Zelensky chiede un’assemblea straordinaria dell’Onu il 24 febbraio, nell’anniversario dell’invasione","Il presidente ucraino Zelensky chiede agli alleati di convocare l’assise. L’assemblea dovrebbe votare la proposta di pace in 10 punti del leader, ma tra i 193 Paesi membri cresce la stanchezza per il conflitto (e lo schieramento anti Putin non si allarga). I …",TRA
2023-01-30,Le crociere da fare nel 2023,"Contemplare il mondo dall’acqua, navigando canali, mari e oceani. La crociera offre una prospettiva diversa sulle terre da esplorare. Durante la traversata ci si gode l’eleganza di un grand hotel e i divertimenti di una vacanza tra amici, mentre ci si avvicin…",TRA
2023-02-09,"Sace, da incertezza politica e clima i maggiori rischi per le imprese che esportano",,TRA
2023-02-09,Sace: rischio politico in peggioramento per l’export italiano. Rotta puntata sulle economie emergenti,Il gruppo presenta il mappamondo interattivo on line con i profili di rischio per chi esporta. L’ad Ricci: «Strumento indispensabile per le aziende italiane per continuare a crescere all’estero in modo competitivo»,TRA
2023-02-09,"Levi’s, un secolo e mezzo in denim: il compleanno dei 501 amati da Marlon Brando, Bob Dylan e Steve Jobs",Il modello storico di Levi’s compie 150 anni di storia. Un anniversario celebrato con un anno di festeggiamenti aperto da una campagna d’autore. Una serie di short movie per celebrare quello che Time ha dichiarato essere il «Capo d’abbigliamento del XX secolo»,TRA
2023-02-09,Altro passo verso l'Europa di VinFast: E.ON Drive incaricata di installare colonnine nelle sedi europee,"Il costruttore vietnamita sta entrando in Europa a piccoli passi, ed ora prepara anche una rete di ricarica presso le sue sedi, con colonnine anche aperte al pubblico",TRA
